title,lon,lat
Substation,103.5567029,1.366163642
Substation,116.738751,6.747161116
Substation,116.8141899,6.901477644
Substation,103.1954756,1.66128403
Substation,103.0218704,1.848010119
Substation,103.3864792,3.537598691
Substation,103.4222065,3.309903226
Substation,100.6474634,5.013986274
Substation,103.8690435,1.719570159
Substation,103.8713426,1.72377084
Substation,103.9215805,1.727950204
Substation,112.3215756,2.969267549
Substation,112.344655,2.551879433
Substation,112.051834,2.896915591
Substation,103.3882242,3.960948803
Substation,101.5762739,3.405512491
Substation,101.8291949,2.576399712
Plant,101.7918357,2.53246688
Substation,101.0553085,4.572737969
Substation,101.0316966,4.516747098
Substation,101.064828,4.610978234
Substation,102.535227,2.644996921
Substation,102.6205366,2.597867484
Substation,102.7960102,2.554118777
Substation,102.2933152,2.246274144
Substation,102.3281575,2.166200716
Substation,102.152631,2.222264501
Substation,102.2616928,2.507853136
Substation,102.2497862,2.41751601
Substation,102.0820392,2.339950812
Substation,102.2279816,2.255142669
Substation,102.1866374,2.273090088
Substation,102.2155869,2.338183751
Substation,100.4436932,5.303594207
Substation,100.4203187,5.345708815
Substation,100.4547196,5.275649777
Substation,101.0579007,4.831636938
Substation,102.2464542,2.208508513
Substation,102.3993774,3.485764927
Substation,102.3493777,3.488797396
Substation,102.3406545,3.444185837
Substation,102.1090968,3.467630722
Substation,101.9834799,4.843042632
Substation,102.194651,5.598051046
Substation,101.9131366,2.430215314
Substation,101.8585397,2.470246462
Substation,101.7339113,3.061166616
Substation,101.7566319,3.021376072
Substation,101.7697591,2.986243755
Substation,103.672954,1.493198493
Substation,103.5851022,1.485370901
Substation,103.366429,2.068347777
Substation,103.2955922,2.021315595
Substation,103.3055456,2.062447296
Substation,103.401693,4.759102066
Substation,103.3959389,4.722737588
Substation,103.3821405,4.652439818
Substation,103.0958982,1.860087564
Substation,103.1769146,1.928065031
Substation,100.460679,5.399872344
Substation,100.4089411,5.375929081
Substation,100.553177,5.405801682
Substation,100.9506473,3.887596708
Substation,101.0529676,4.051193156
Substation,102.6922652,2.46710238
Substation,102.0668181,2.606055001
Substation,101.9622983,2.595573742
Substation,102.4156695,5.808455875
Substation,102.4512094,5.921240062
Substation,100.5918999,5.431607181
Substation,100.6352182,5.59131834
Substation,100.5064068,5.48864523
Substation,100.5929752,5.479321861
Substation,100.9610417,4.193678688
Substation,100.6474124,4.200996295
Substation,102.1412855,6.022383585
Substation,102.2557412,6.100416618
Substation,101.9707538,3.475715636
Substation,101.9077786,3.516987035
Substation,101.4595074,3.067928362
Plant,101.4686785,3.041430021
Substation,101.14958,4.619999763
Substation,101.1161703,4.551550997
Substation,101.1269657,4.663053198
Substation,101.1192491,4.755733005
Substation,101.1395623,4.691125423
Substation,101.4210622,2.991112655
Substation,101.4583698,2.999701792
Substation,102.0036134,2.733398843
Substation,102.017074,2.679262929
Substation,101.9447322,2.736589017
Substation,101.8701049,2.897744833
Substation,101.4413378,3.104359305
Substation,101.391742,3.150693942
Substation,100.6763554,4.237407114
Substation,101.867609,2.988174787
Substation,100.5236538,5.697165318
Substation,100.5013389,5.721222972
Substation,101.7579743,2.799466387
Substation,101.7217408,2.771525119
Substation,103.3305288,1.803119842
Substation,103.3869406,1.880313662
Substation,101.3318087,4.235000347
Substation,101.3261057,4.235584804
Substation,101.2989224,4.117941629
Substation,101.274892,4.072512021
Substation,101.4131396,3.833771973
Substation,101.7796666,2.890497199
Substation,101.9137217,2.811042211
Substation,101.842591,2.852766099
Substation,101.8232784,2.836287472
Substation,101.7663987,2.853412959
Substation,101.8138004,2.806685772
Substation,102.2556038,2.74934254
Substation,102.2541072,2.947695422
Substation,102.4264467,2.143797444
Substation,101.6638346,2.820099052
Substation,101.5359947,2.835245585
Substation,102.3147159,6.151435746
Substation,102.5550924,2.108769361
Substation,115.7411897,5.35564831
Substation,115.8777753,5.132407708
Substation,116.0479916,5.829693545
Substation,115.9825683,5.693228457
Substation,116.0926599,5.928668227
Substation,103.3871231,3.976826185
Substation,103.3890876,3.977150387
Substation,101.5708857,3.002882221
Substation,101.5427004,3.006266148
Substation,101.5684078,3.034829034
Substation,101.5767982,2.847746434
Substation,103.3616335,3.975370786
Substation,103.3870295,3.983252095
Substation,104.2083046,1.555915108
Substation,102.5876092,2.05797771
Substation,102.757175,1.900236296
Substation,102.689029,1.94969177
Substation,100.5013783,5.833550835
Substation,100.4678841,5.82187194
Substation,101.5220089,3.0968506
Substation,101.5305245,3.182034788
Substation,101.5208555,3.092211888
Substation,104.221339,1.384690275
Substation,101.6238577,2.962145165
Substation,103.8357341,1.505847513
Substation,103.7636665,1.518368393
Substation,104.1065846,1.458358792
Substation,103.7544807,1.534043683
Substation,103.6571284,1.552586575
Substation,103.7783176,1.546126025
Substation,103.4265018,1.760045705
Substation,103.6891791,1.637948627
Substation,103.3385416,1.963428712
Substation,103.0501292,2.075273471
Substation,103.0384573,2.31769414
Substation,102.8761395,2.491825392
Substation,103.4445401,4.567578422
Substation,103.4306871,4.584037467
Plant,103.4486569,4.598780403
Substation,103.4387394,4.460053744
Substation,101.9428221,2.675849392
Substation,101.0288219,4.024616826
Substation,118.3178807,5.056229762
Substation,118.1827779,4.438191554
Substation,118.3422568,5.026584515
Substation,117.7912789,5.751809126
Substation,103.0650429,3.077546533
Substation,118.3553173,5.03347169
Substation,102.6087572,2.108367404
Substation,101.0537033,4.520636318
Substation,118.5598117,4.47224211
Substation,117.9367081,4.271886014
Substation,102.731807,2.129289075
Substation,102.6916058,2.039354757
Plant,100.976283,4.956713153
Substation,101.0491588,4.827593224
Substation,100.5267515,5.172137316
Substation,103.1222429,3.716373304
Substation,101.6282287,3.103591176
Substation,101.6445664,3.104591311
Substation,101.601434,3.11446228
Substation,101.7412423,3.170822066
Substation,101.7410873,3.148130699
Substation,101.7225644,3.194131925
Substation,101.0396699,4.507961982
Substation,101.5745404,3.091096056
Substation,101.5890215,3.09738205
Substation,101.5666749,3.069969388
Substation,101.5175423,3.058228266
Substation,101.5519102,3.064315392
Plant,101.3197839,3.120733394
Substation,110.3903508,1.527308236
Substation,110.4387207,1.453963651
Substation,101.5959184,2.989353725
Substation,101.6892713,2.903795566
Substation,101.3350886,4.373871328
Substation,101.5983561,3.126950335
Substation,102.0816348,2.998496062
Substation,101.0691486,4.463380051
Substation,101.6828962,2.96554799
Substation,101.7571682,2.80003631
Substation,101.8000837,2.554024997
Substation,101.5352674,3.501665374
Substation,114.0512249,2.773169319
Plant,114.0540671,2.76337112
Substation,113.4279729,3.353501234
Substation,113.340158,3.527755172
Substation,114.0347315,4.479801421
Substation,100.5415501,5.289229166
Substation,102.0528613,2.349020053
Substation,110.3496962,1.352717858
Substation,111.6495822,1.147857399
Substation,111.6823367,2.065825326
Substation,111.9187853,2.294816073
Substation,111.5648328,1.445980644
Substation,101.550074,2.836034609
Substation,101.5063757,3.092893001
Substation,101.9280529,2.882885048
Substation,101.5971622,2.804279475
Substation,101.6484784,2.798630598
Substation,101.694042,3.2141924
Substation,102.1282726,5.813953511
Substation,103.9186246,1.515428186
Substation,103.8380504,1.523822421
Substation,113.3167043,3.550213132
Substation,100.788628,4.32695232
Substation,100.5004043,5.784092295
Plant,103.8817578,1.450553572
Substation,101.3154836,3.151636494
Substation,103.0494987,2.076998542
Substation,101.3232017,3.117709853
Substation,101.2969239,5.408972607
Substation,101.6961352,5.648973148
Substation,103.4486142,4.601183626
Substation,103.4490398,4.59648736
Substation,100.4130881,5.313570755
Substation,100.3562474,6.088059993
Plant,100.1560656,6.340124735
Substation,100.2830574,6.488172795
Substation,111.875781,1.14590908
Substation,103.5367777,1.335755364
Plant,103.5353716,1.33051543
Plant,100.6465531,4.162016407
Substation,101.7243249,2.594688965
Substation,100.6440319,4.161339835
